ID,DateTime,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A709067,2015-08-05 00:00:00,Return_to_owner,Dog,Intact Female,5 months,Boxer Mix,Black/White
A608918,2015-06-02 11:56:00,Transfer,Dog,Neutered Male,4 years,Basset Hound/Labrador Retriever,Black/White
A651596,2014-03-06 17:13:00,Return_to_owner,Dog,Neutered Male,2 years,Labrador Retriever Mix,Buff
A720190,2016-02-07 00:00:00,Transfer,Dog,Spayed Female,7 years,Airedale Terrier Mix,Tricolor
A676609,2014-07-06 12:46:00,Adoption,Dog,Neutered Male,1 year,Labrador Retriever/Chow Chow,Brown
A666504,2013-12-11 12:49:00,Transfer,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
A693272,2015-01-31 13:33:00,Adoption,Dog,Neutered Male,1 month,Beagle/German Shepherd,Black/Brown
A711607,2015-09-20 14:50:00,Adoption,Cat,Neutered Male,2 months,Manx Mix,White/Black
A713337,2015-10-06 09:00:00,Transfer,Cat,Intact Female,3 years,Domestic Shorthair Mix,Blue
A672758,2014-07-16 13:48:00,Transfer,Dog,Spayed Female,4 years,Chihuahua Shorthair/Rat Terrier,Tan/White
A658690,2013-10-19 12:58:00,Adoption,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White
A708390,2015-08-02 18:49:00,Adoption,Dog,Spayed Female,2 years,Flat Coat Retriever Mix,Black/White
A703383,2015-05-28 15:25:00,Transfer,Dog,Spayed Female,10 years,Cocker Spaniel,Buff
A689749,2014-10-18 16:55:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A699816,2015-04-11 18:01:00,Adoption,Dog,Spayed Female,10 years,Chihuahua Shorthair Mix,Tan
A701791,2015-07-19 14:37:00,Adoption,Cat,Spayed Female,2 years,Domestic Longhair Mix,Brown Tabby/White
A625690,2014-07-21 11:09:00,Return_to_owner,Dog,Spayed Female,7 years,Rat Terrier Mix,White/Black
A686406,2014-08-25 17:12:00,Adoption,Dog,Neutered Male,1 year,Border Terrier/Chihuahua Shorthair,Tan/Black
A710318,2015-09-17 13:48:00,Transfer,Dog,Neutered Male,5 years,Pit Bull Mix,Brown Brindle/White
A698972,2015-03-23 17:50:00,Return_to_owner,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Black/Gray
A710380,2015-08-22 15:44:00,Transfer,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby
A683309,2014-07-17 18:06:00,Euthanasia,Dog,Spayed Female,7 years,Pit Bull Mix,Tan/White
A640316,2013-10-02 17:43:00,Adoption,Dog,Neutered Male,1 year,Chihuahua Longhair Mix,Black
A682760,2014-07-10 12:48:00,Adoption,Dog,Neutered Male,1 year,Jack Russell Terrier/Dachshund,White/Brown
A701707,2015-05-03 17:24:00,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Orange Tabby
A669534,2013-12-24 15:03:00,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Orange Tabby
A588218,2014-12-03 14:24:00,Return_to_owner,Dog,Neutered Male,5 years,German Shepherd,Black/Brown
A669795,2014-08-11 11:12:00,Return_to_owner,Dog,Spayed Female,2 years,Rottweiler Mix,Black/Tan
A674448,2014-03-18 17:04:00,Adoption,Dog,Neutered Male,10 months,Siberian Husky Mix,White/Cream
A701647,2015-05-25 14:15:00,Transfer,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black
A672467,2014-02-14 18:59:00,Adoption,Dog,Neutered Male,9 months,Cardigan Welsh Corgi/Cardigan Welsh Corgi,Fawn/White
A712244,2015-09-21 15:57:00,Transfer,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White
A677462,2014-04-25 15:17:00,Transfer,Cat,Unknown,0 years,Domestic Shorthair Mix,Blue
A715761,2015-11-10 09:00:00,Transfer,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Calico
A720860,2016-02-20 21:16:00,Adoption,Dog,Spayed Female,8 months,Chihuahua Shorthair Mix,Chocolate/White
A701337,2015-04-30 14:43:00,Transfer,Dog,Intact Male,1 year,Cairn Terrier Mix,Cream
A710881,2015-10-14 10:12:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby
A663948,2013-10-08 17:23:00,Return_to_owner,Cat,Neutered Male,3 months,Domestic Shorthair,Black/White
A699819,2015-04-06 15:37:00,Return_to_owner,Dog,Intact Male,14 years,Chihuahua Shorthair Mix,Chocolate/White
A674638,2014-03-16 10:48:00,Return_to_owner,Dog,Neutered Male,7 years,Labrador Retriever Mix,Chocolate
A718743,2016-01-10 11:36:00,Adoption,Dog,Neutered Male,2 years,Shih Tzu,Gray/White
A714820,2015-11-05 00:00:00,Transfer,Dog,Spayed Female,6 months,Plott Hound Mix,Brown Brindle
A667613,2014-01-13 15:18:00,Adoption,Dog,Neutered Male,11 months,Australian Shepherd Mix,Tan/White
A696059,2015-02-05 14:28:00,Adoption,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Tan/White
A690806,2014-11-07 13:36:00,Transfer,Cat,Intact Female,2 months,Domestic Longhair Mix,Black/White
A676494,2014-04-27 15:11:00,Adoption,Dog,Neutered Male,1 year,Labrador Retriever/Border Collie,Black/White
A689138,2014-09-29 18:28:00,Euthanasia,Cat,Intact Female,4 weeks,Siamese Mix,Blue Point
A599155,2015-03-28 19:25:00,Euthanasia,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,White/Brown
A665587,2013-11-27 14:36:00,Adoption,Cat,Neutered Male,8 years,Domestic Medium Hair Mix,Orange Tabby
A663555,2013-10-16 17:01:00,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico
A691345,2014-11-09 14:47:00,Adoption,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Brown/White
A685242,2014-08-15 12:54:00,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Tortie
A674659,2014-03-21 17:10:00,Euthanasia,Dog,Intact Male,2 years,Labrador Retriever/Great Dane,Tan/Black
A683609,2014-07-17 17:50:00,Return_to_owner,Dog,Neutered Male,6 years,Dachshund Mix,Brown
A695710,2015-08-02 13:17:00,Transfer,Dog,Spayed Female,11 months,Boxer Mix,Brown Brindle/White
A713063,2015-10-08 16:26:00,Transfer,Dog,Spayed Female,1 year,Labrador Retriever Mix,Tan/White
A667520,2013-11-23 16:00:00,Transfer,Dog,Neutered Male,4 years,Shih Tzu/Miniature Poodle,Apricot/White
A685145,2014-09-13 14:10:00,Adoption,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Blue/White
A716488,2015-11-23 00:00:00,Transfer,Dog,Neutered Male,2 years,Pit Bull Mix,Red
A667537,2013-11-25 17:07:00,Adoption,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Red Merle/Black
A694601,2015-01-06 18:37:00,Adoption,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Black
A638060,2015-08-16 17:38:00,Adoption,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Black/White
A672067,2014-02-13 17:36:00,Return_to_owner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby
A684664,2014-08-10 17:25:00,Adoption,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown/White
A691531,2014-11-07 17:15:00,Transfer,Dog,Intact Male,2 months,Australian Cattle Dog Mix,White/Brown
A688600,2014-09-21 13:21:00,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie
A704032,2015-06-05 14:31:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A703630,2015-06-30 07:01:00,Adoption,Dog,Neutered Male,4 years,German Shepherd Mix,Brown
A668671,2013-12-16 14:57:00,Transfer,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Brown Tabby/White
A696247,2015-11-22 13:47:00,Adoption,Dog,Spayed Female,2 years,Pointer Mix,Chocolate/White
A664380,2013-10-03 15:33:00,Transfer,Cat,Intact Female,6 months,Domestic Medium Hair Mix,Calico
A678185,2014-05-09 19:30:00,Transfer,Dog,Spayed Female,2 years,Miniature Poodle Mix,Black/Gray
A687055,2014-09-01 10:39:00,Return_to_owner,Dog,Spayed Female,10 years,Collie Smooth/Chow Chow,Sable
A693594,2014-12-12 09:00:00,Transfer,Cat,Intact Male,6 months,Domestic Shorthair Mix,Black/White
A675563,2014-04-01 12:19:00,Transfer,Cat,Intact Female,2 months,Domestic Shorthair Mix,Calico
A696819,2015-02-21 17:30:00,Adoption,Dog,Neutered Male,6 months,Cocker Spaniel Mix,Sable
A671201,2014-01-25 18:34:00,Return_to_owner,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,Tricolor
A715573,2015-11-12 12:36:00,Adoption,Dog,Neutered Male,6 months,Labrador Retriever Mix,Buff
A685899,2014-08-14 17:23:00,Transfer,Cat,Intact Male,3 months,Siamese Mix,Seal Point
A669510,2014-01-01 18:45:00,Adoption,Dog,Spayed Female,1 year,Rottweiler/Labrador Retriever,Black/Tan
A697892,2015-03-16 17:38:00,Adoption,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Brown/Black
A678958,2014-05-19 18:05:00,Adoption,Dog,Neutered Male,2 months,Boxer Mix,Tricolor
A679113,2014-05-16 18:37:00,Transfer,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Blue Tabby
A671079,2014-01-25 18:09:00,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan
A687180,2014-09-08 11:53:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby/White
A686632,2014-09-02 11:23:00,Return_to_owner,Cat,Neutered Male,9 months,Domestic Shorthair Mix,White/Brown Tabby
A693999,2014-12-23 14:58:00,Transfer,Dog,Spayed Female,4 years,Rat Terrier Mix,Black/White
A691614,2014-11-12 18:27:00,Adoption,Dog,Neutered Male,4 months,German Shepherd/Siberian Husky,Red/White
A683070,2014-07-06 18:33:00,Transfer,Cat,Intact Male,3 days,Domestic Shorthair Mix,White
A703781,2015-05-30 15:30:00,Transfer,Dog,Intact Male,6 years,Dachshund,Blue Merle/White
A668803,2014-01-11 17:42:00,Adoption,Dog,Spayed Female,2 months,Border Collie/Labrador Retriever,Black/White
A675983,2014-04-03 15:19:00,Transfer,Cat,Intact Female,8 months,Domestic Shorthair Mix,Blue Tabby
A684825,2014-08-06 14:23:00,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A667828,2013-11-26 14:55:00,Transfer,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black
A707611,2015-07-31 12:56:00,Adoption,Cat,Intact Female,2 months,Domestic Shorthair Mix,Torbie
A677885,2014-05-12 14:05:00,Return_to_owner,Dog,Intact Female,2 years,Pit Bull Mix,Fawn
A675622,2014-04-04 15:30:00,Adoption,Dog,Neutered Male,4 months,Collie Smooth/Labrador Retriever,Tricolor
A720143,2016-02-08 19:23:00,Transfer,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby
A701793,2015-07-16 11:09:00,Adoption,Cat,Spayed Female,3 months,Siamese Mix,Lynx Point/White
A682824,2014-07-08 14:48:00,Transfer,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White
A711494,2015-12-24 10:12:00,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Orange Tabby/White
A686319,2015-06-14 12:01:00,Adoption,Dog,Neutered Male,5 years,Plott Hound/Rhod Ridgeback,Brown Brindle
A671251,2014-01-23 14:06:00,Return_to_owner,Dog,Spayed Female,2 years,Pit Bull Mix,Fawn/White
A684978,2014-07-31 13:22:00,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby
A689449,2014-11-18 11:32:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A715812,2015-11-15 18:01:00,Adoption,Dog,Spayed Female,10 months,Chihuahua Shorthair Mix,Tan/White
A681003,2014-06-17 13:27:00,Transfer,Dog,Neutered Male,2 years,Pointer/Labrador Retriever,Black/White
A715346,2015-11-09 17:02:00,Adoption,Dog,Spayed Female,10 months,Anatol Shepherd/Great Pyrenees,White
A683732,2014-07-25 16:48:00,Transfer,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue
A679956,2014-06-08 16:49:00,Return_to_owner,Dog,Neutered Male,1 year,Anatol Shepherd,Fawn/Black
A695297,2015-01-19 17:53:00,Adoption,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Brown Tabby/White
A695950,2015-02-13 14:49:00,Adoption,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White
A694278,2015-01-02 16:50:00,Transfer,Dog,Spayed Female,7 years,Great Dane,Black/White
A707887,2015-07-22 18:37:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A710227,2015-08-24 18:23:00,Euthanasia,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Black/White
A686918,2014-09-02 14:51:00,Transfer,Dog,Intact Female,3 years,Australian Cattle Dog Mix,Tricolor
A693739,2014-12-19 11:23:00,Transfer,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black/White
A711807,2015-10-23 18:07:00,Adoption,Dog,Spayed Female,2 years,Chinese Sharpei/Australian Cattle Dog,Red Tick/White
A677157,2014-04-22 16:02:00,Return_to_owner,Dog,Intact Female,12 years,Labrador Retriever Mix,Yellow
A697921,2015-03-16 12:10:00,Adoption,Dog,Spayed Female,1 year,Flat Coat Retriever Mix,Black
A686691,2014-08-29 16:56:00,Transfer,Dog,Neutered Male,3 years,Labrador Retriever Mix,Yellow
A678627,2014-05-25 17:32:00,Adoption,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Calico
A698117,2015-03-06 09:54:00,Transfer,Dog,Unknown,6 days,Labrador Retriever Mix,White
A656110,2013-11-22 17:54:00,Return_to_owner,Dog,Spayed Female,9 months,Rat Terrier Mix,Tricolor
A690723,2014-11-23 18:23:00,Adoption,Cat,Spayed Female,2 months,Domestic Longhair Mix,Black/White
A678099,2015-06-10 17:23:00,Euthanasia,Dog,Neutered Male,2 years,Akita/Pit Bull,Tan/White
A717989,2015-12-28 17:33:00,Return_to_owner,Dog,Neutered Male,7 years,American Bulldog Mix,White
A673784,2014-03-10 16:24:00,Transfer,Dog,Neutered Male,4 months,Labrador Retriever Mix,Blue
A699927,2015-05-26 15:52:00,Adoption,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Orange Tabby
A671889,2014-02-27 16:04:00,Return_to_owner,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Tan
A697627,2015-03-01 16:13:00,Adoption,Dog,Spayed Female,2 years,Pointer/Labrador Retriever,Chocolate/White
A685945,2014-09-20 15:37:00,Adoption,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Tan/White
A689951,2014-10-15 17:21:00,Adoption,Cat,Neutered Male,5 months,Siamese Mix,Flame Point
A699499,2015-04-01 18:44:00,Adoption,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black/White
A715735,2015-11-13 12:59:00,Transfer,Dog,Intact Male,1 year,Labrador Retriever,Buff/Tan
A688501,2014-12-18 13:35:00,Transfer,Cat,Neutered Male,4 months,Domestic Medium Hair Mix,Black
A672263,2014-02-13 17:05:00,Transfer,Dog,Spayed Female,2 years,Chihuahua Shorthair/Rat Terrier,White/Tan
A672744,2014-04-17 17:09:00,Euthanasia,Dog,Intact Male,3 years,Rottweiler Mix,Black/Tan
A701165,2015-04-24 17:47:00,Transfer,Cat,Intact Male,4 weeks,Domestic Shorthair,Blue
A702973,2015-05-19 18:49:00,Transfer,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black/White
A705338,2015-06-17 12:27:00,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie
A696609,2015-07-11 13:49:00,Transfer,Dog,Spayed Female,2 years,Labrador Retriever,Black
A714481,2015-11-08 19:10:00,Adoption,Dog,Neutered Male,1 year,Boxer Mix,Brown/White
A685178,2014-08-03 17:47:00,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Blue Tabby
A689596,2014-10-10 14:05:00,Adoption,Dog,Neutered Male,2 years,Jack Russell Terrier Mix,White/Tan
A714546,2015-10-26 12:43:00,Return_to_owner,Dog,Intact Male,9 months,Pit Bull/Dogue De Bordeaux,Red/White
A671352,2014-01-26 15:19:00,Adoption,Dog,Neutered Male,3 years,Labrador Retriever/Chow Chow,Brown
A705656,2015-06-26 09:42:00,Euthanasia,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
A695943,2015-02-08 14:55:00,Adoption,Dog,Neutered Male,2 years,Bernese Mountain Dog/Rottweiler,Tricolor
A719517,2016-01-26 19:01:00,Transfer,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby
A682535,2014-07-04 18:42:00,Transfer,Dog,Neutered Male,4 months,Plott Hound Mix,Brown Brindle/Red Tick
A713263,2015-10-16 17:24:00,Return_to_owner,Dog,Intact Male,3 years,English Bulldog,Brown Brindle
A681679,2014-12-05 17:10:00,Transfer,Dog,Neutered Male,1 year,Pit Bull Mix,Brown/White
A687906,2014-09-25 18:48:00,Transfer,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Brown Tabby/White
A678536,2014-05-17 13:44:00,Adoption,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Brown
A718585,2016-01-07 12:44:00,Transfer,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/Tan
A543073,2015-05-11 18:38:00,Return_to_owner,Dog,Spayed Female,9 years,Chihuahua Shorthair,Brown
A697959,2015-05-31 18:53:00,Adoption,Dog,Neutered Male,2 years,Pit Bull Mix,Brown
A715378,2015-11-21 11:17:00,Adoption,Dog,Spayed Female,6 months,Pointer Mix,White/Blue
A697281,2015-03-03 13:14:00,Adoption,Dog,Neutered Male,3 months,Chihuahua Longhair/Italian Greyhound,Tricolor
A681576,2014-07-07 16:52:00,Adoption,Dog,Neutered Male,1 month,Labrador Retriever/Blue Lacy,Chocolate/White
A716400,2015-11-24 00:00:00,Transfer,Dog,Intact Female,1 year,Yorkshire Terrier Mix,Black/Tan
A677460,2014-05-16 14:58:00,Adoption,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A675049,2014-03-22 16:23:00,Return_to_owner,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black/White
A710655,2015-10-10 14:30:00,Adoption,Cat,Intact Male,2 months,Siamese Mix,Lilac Point
A660046,2014-03-09 17:06:00,Return_to_owner,Dog,Spayed Female,2 years,American Staffordshire Terrier Mix,Blue/White
A660910,2013-10-24 12:31:00,Return_to_owner,Dog,Neutered Male,2 years,Dachshund/Catahoula,Brown Brindle/White
A686377,2014-08-25 17:01:00,Adoption,Dog,Neutered Male,2 months,Dachshund Wirehair Mix,Brown/Black
A679631,2014-07-14 18:08:00,Euthanasia,Cat,Spayed Female,12 years,Domestic Longhair Mix,Tortie
A671682,2014-01-30 13:14:00,Transfer,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue
A695654,2015-01-27 14:06:00,Euthanasia,Dog,Intact Female,8 months,Labrador Retriever Mix,Black
A718566,2016-01-12 09:30:00,Euthanasia,Cat,Intact Female,10 years,Domestic Shorthair Mix,Brown Tabby/White
A680351,2014-07-07 15:39:00,Adoption,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Orange Tabby
A680506,2014-06-07 17:09:00,Adoption,Dog,Neutered Male,3 months,Chihuahua Shorthair Mix,Buff/White
A650694,2013-12-18 14:04:00,Return_to_owner,Dog,Neutered Male,1 year,Blue Lacy/Pit Bull,Blue/White
A681414,2014-06-18 09:00:00,Transfer,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie
A714972,2015-11-29 19:00:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby
A682833,2014-09-13 18:35:00,Adoption,Cat,Spayed Female,3 months,Siamese Mix,Lilac Point
A698953,2015-03-25 17:17:00,Adoption,Dog,Spayed Female,7 years,Miniature Poodle Mix,White
A696584,2015-03-07 15:46:00,Adoption,Dog,Spayed Female,2 years,Dachshund Mix,Brown
A690020,2014-10-15 18:25:00,Return_to_owner,Dog,Intact Female,4 months,Boxer Mix,Brown Brindle/White
A716340,2015-12-01 17:24:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A707004,2015-09-05 12:46:00,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White/Orange Tabby
A667031,2013-12-20 12:38:00,Transfer,Cat,Spayed Female,2 years,Exotic Shorthair Mix,White/Orange Tabby
A667129,2013-12-08 19:11:00,Adoption,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Black/White
A700119,2015-04-08 15:41:00,Transfer,Cat,Intact Female,4 days,Domestic Shorthair Mix,Torbie
A676270,2014-07-12 17:18:00,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A684362,2014-11-11 17:41:00,Adoption,Cat,Spayed Female,5 months,Siamese Mix,Tortie Point
A712984,2015-10-08 13:53:00,Transfer,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A688544,2014-09-24 15:00:00,Transfer,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White
A663346,2013-11-10 18:25:00,Euthanasia,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White
A665221,2013-10-29 11:28:00,Transfer,Dog,Intact Male,1 month,Australian Cattle Dog Mix,Brown/Black
A667366,2013-11-17 18:28:00,Return_to_owner,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Black/Tan
A657652,2014-06-03 11:47:00,Adoption,Dog,Neutered Male,3 years,Labrador Retriever/Chinese Sharpei,Black
A611032,2014-08-05 16:09:00,Return_to_owner,Dog,Intact Male,6 years,Basset Hound,Tricolor
A707464,2015-07-26 14:24:00,Adoption,Dog,Intact Male,8 months,Pit Bull Mix,White/Blue
A687966,2014-09-17 14:11:00,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby/White
A643703,2014-03-11 12:55:00,Return_to_owner,Dog,Neutered Male,3 years,Cocker Spaniel Mix,Yellow
A668595,2013-12-13 11:41:00,Return_to_owner,Dog,Intact Male,4 weeks,Chihuahua Shorthair Mix,Tricolor
A716197,2016-01-03 17:08:00,Return_to_owner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A713418,2015-10-07 08:47:00,Transfer,Dog,Intact Male,2 months,Australian Cattle Dog Mix,Buff/White
A711562,2015-09-08 18:00:00,Euthanasia,Dog,Intact Male,1 year,Dachshund/Chihuahua Shorthair,Black
A716766,2015-11-24 16:51:00,Return_to_owner,Dog,Neutered Male,5 years,Cocker Spaniel Mix,Black
A616576,2015-12-26 12:49:00,Return_to_owner,Dog,Spayed Female,7 years,Blue Lacy/Collie Smooth,Tricolor
A705109,2015-06-29 17:44:00,Adoption,Cat,Spayed Female,2 months,Domestic Longhair Mix,Blue
A663819,2015-11-11 18:55:00,Return_to_owner,Dog,Neutered Male,3 years,Pit Bull Mix,Black/White
A689629,2014-10-11 17:05:00,Adoption,Cat,Intact Female,1 month,Domestic Shorthair Mix,Torbie
A713084,2015-10-05 17:41:00,Adoption,Dog,Neutered Male,6 years,Miniature Poodle Mix,Buff
A699468,2015-04-03 16:53:00,Transfer,Dog,Intact Female,2 months,Labrador Retriever Mix,Chocolate/White
A700335,2015-07-04 08:56:00,Euthanasia,Dog,Neutered Male,2 years,Pit Bull Mix,White/Brown
A713668,2015-10-10 17:53:00,Transfer,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Orange Tabby/White
A695428,2015-01-16 09:00:00,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White
A653055,2015-02-01 12:29:00,Return_to_owner,Dog,Spayed Female,2 years,Black/Tan Hound Mix,Black/Tan
A682724,2014-07-13 19:37:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A713886,2015-10-19 20:13:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A668396,2013-12-03 18:11:00,Euthanasia,Cat,Neutered Male,8 years,Siamese Mix,Lynx Point
A717176,2015-12-03 16:13:00,Transfer,Dog,Unknown,1 week,Labrador Retriever Mix,White
A707573,2015-07-15 13:14:00,Return_to_owner,Dog,Neutered Male,12 years,Chihuahua Shorthair Mix,White
